a,b,vac_1,vac_2,inf_1,inf_2,cli_burden,inf_burden,adv_burden,total_vacc,total_vacc_perc
0.0,0.0,0.12,1.0,0.00045715896473688184,0.0009356736170180212,270.99140399575913,21.650603995759138,249.3408,1132400.0,22.648
0.0,0.05,0.24,0.72,0.00018141360495598126,0.0006334656549840636,432.2207129473337,21.820712947333693,410.40000000000003,1490400.0,29.808
0.0,0.1,0.24,0.72,0.00018141360495598126,0.0006334656549840636,432.2207129473337,21.820712947333693,410.40000000000003,1490400.0,29.808
0.0,0.15000000000000002,0.24,0.72,0.00018141360495598126,0.0006334656549840636,432.2207129473337,21.820712947333693,410.40000000000003,1490400.0,29.808
0.0,0.2,0.24,0.72,0.00018141360495598126,0.0006334656549840636,432.2207129473337,21.820712947333693,410.40000000000003,1490400.0,29.808
0.0,0.25,0.24,0.72,0.00018141360495598126,0.0006334656549840636,432.2207129473337,21.820712947333693,410.40000000000003,1490400.0,29.808
0.0,0.30000000000000004,0.24,0.72,0.00018141360495598126,0.0006334656549840636,432.2207129473337,21.820712947333693,410.40000000000003,1490400.0,29.808
0.0,0.35000000000000003,0.24,0.72,0.00018141360495598126,0.0006334656549840636,432.2207129473337,21.820712947333693,410.40000000000003,1490400.0,29.808
0.0,0.4,0.24,0.72,0.00018141360495598126,0.0006334656549840636,432.2207129473337,21.820712947333693,410.40000000000003,1490400.0,29.808
0.0,0.45,0.24,0.72,0.00018141360495598126,0.0006334656549840636,432.2207129473337,21.820712947333693,410.40000000000003,1490400.0,29.808
0.0,0.5,0.24,0.72,0.00018141360495598126,0.0006334656549840636,432.2207129473337,21.820712947333693,410.40000000000003,1490400.0,29.808
0.0,0.55,0.24,0.72,0.00018141360495598126,0.0006334656549840636,432.2207129473337,21.820712947333693,410.40000000000003,1490400.0,29.808
0.0,0.6000000000000001,0.24,0.72,0.00018141360495598126,0.0006334656549840636,432.2207129473337,21.820712947333693,410.40000000000003,1490400.0,29.808
0.0,0.65,0.24,0.72,0.00018141360495598126,0.0006334656549840636,432.2207129473337,21.820712947333693,410.40000000000003,1490400.0,29.808
0.0,0.7000000000000001,0.24,0.72,0.00018141360495598126,0.0006334656549840636,432.2207129473337,21.820712947333693,410.40000000000003,1490400.0,29.808
0.0,0.75,0.24,0.72,0.00018141360495598126,0.0006334656549840636,432.2207129473337,21.820712947333693,410.40000000000003,1490400.0,29.808
0.0,0.8,0.24,0.72,0.00018141360495598126,0.0006334656549840636,432.2207129473337,21.820712947333693,410.40000000000003,1490400.0,29.808
0.0,0.8500000000000001,0.24,0.72,0.00018141360495598126,0.0006334656549840636,432.2207129473337,21.820712947333693,410.40000000000003,1490400.0,29.808
0.0,0.9,0.24,0.72,0.00018141360495598126,0.0006334656549840636,432.2207129473337,21.820712947333693,410.40000000000003,1490400.0,29.808
0.0,0.9500000000000001,0.24,0.72,0.00018141360495598126,0.0006334656549840636,432.2207129473337,21.820712947333693,410.40000000000003,1490400.0,29.808
0.0,1.0,0.0,0.0,0.23128069795242856,0.7087107749404642,36515.1705182204,36515.1705182204,0.0,0.0,0.0
0.05,0.0,0.12,1.0,0.00045715896473688184,0.0009356736170180212,270.99140399575913,21.650603995759138,249.3408,1132400.0,22.648
